yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Northern Africa,Africa,2921
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Northern America,Americas,4927
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Northern Europe,Europe,834
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,South-eastern Asia,Asia,120
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Southern Asia,Asia,15584
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Southern Europe,Europe,210
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Sub-Saharan Africa,Africa,1208
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Western Asia,Asia,707459
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,Western Europe,Europe,173222
2021,2021,Re-Export,Lebanon,73,Iron or steel articles,World,World,1130444
