yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Kuwait,World,81.0,Other base metals; cermets; articles thereof,27569.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2006,2006.0,Re-Export,Kuwait,Bahrain,81.0,Other base metals; cermets; articles thereof,10.0,,29.2733964,47.4979476,26.1551249,50.5344606
2006,2006.0,Re-Export,Kuwait,Ghana,81.0,Other base metals; cermets; articles thereof,862.0,,29.2733964,47.4979476,8.0300284,-1.0800271
2006,2006.0,Re-Export,Kuwait,Saudi Arabia,81.0,Other base metals; cermets; articles thereof,2640.0,,29.2733964,47.4979476,25.6242618,42.3528328
2006,2006.0,Re-Export,Kuwait,USA,81.0,Other base metals; cermets; articles thereof,24057.0,,29.2733964,47.4979476,39.7837304,-100.445882
