yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,52436,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2016,2016,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,1776,33.7680065,66.2385139,47.92172048214207,7.866753258497997
2016,2016,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,World,World,201220,33.7680065,66.2385139,,
2016,2016,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,3785,33.7680065,66.2385139,,
2016,2016,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,4983,33.7680065,66.2385139,,
