yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Armenia,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,279,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2006,2006,Export,Armenia,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,16673,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2006,2006,Export,Armenia,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,11,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2006,2006,Export,Armenia,11,Products of the milling industry; malt; starches; inulin,World,World,18549,40.7696272,44.6736646,,
