yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2013,2013,Export,Comoros,32,Tanning or dyeing extracts,Sub-Saharan Africa,Africa,2659
2013,2013,Export,Comoros,32,Tanning or dyeing extracts,World,World,2659
