yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,80715,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2004,2004,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,12830,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2004,2004,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,World,World,415074,26.1551249,50.5344606,,
