yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,929391,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,7890,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,762232,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1148961,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,663797,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,261,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,16505901,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,1066425,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,4472,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,96730691,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Algeria, Algeria,1219358,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,1122131,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,2605877,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,22351795,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,4203205,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,21284279,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,1114947,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Mauritania, Mauritania,471042,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,1330542,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,4026730,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,6655033,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,8252832,31.1728205,-7.3362482,,
2008,2008,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,566335,31.1728205,-7.3362482,,
