yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Australia and New Zealand,Oceania,581000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Eastern Asia,Asia,1105000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Eastern Europe,Europe,979000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Latin America and the Caribbean,Americas,3837000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Melanesia,Oceania,34000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Northern Africa,Africa,271000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Northern America,Americas,41684000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Northern Europe,Europe,2274000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Polynesia,Oceania,5000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,South-eastern Asia,Asia,628000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Southern Asia,Asia,19000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Southern Europe,Europe,1511000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Sub-Saharan Africa,Africa,632000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Western Asia,Asia,1719000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,Western Europe,Europe,3519000
2013,2013,Export,Israel,96,Miscellaneous manufactured articles,World,World,61145000
