yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,17716,31.1667049,36.941628,37.977378106878206,73.97804075806764
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,166907,31.1667049,36.941628,26.42921218083572,52.86847103284948
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1008011,31.1667049,36.941628,,
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,40474,31.1667049,36.941628,,
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,7223,31.1667049,36.941628,,
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,395,31.1667049,36.941628,,
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,10154,31.1667049,36.941628,,
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,42145,31.1667049,36.941628,,
2018,2018,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,15097,31.1667049,36.941628,,
