yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,16112869,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,26841,31.1667049,36.941628,37.977378106878206,73.97804075806764
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,9325709,31.1667049,36.941628,51.67568633314729,27.673469819741847
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,2239785,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,6033071,31.1667049,36.941628,19.569604022535763,12.47761721199581
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,2456293,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,9797588,31.1667049,36.941628,59.36075159783851,25.01346951967388
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,2164133,31.1667049,36.941628,10.528384761701911,103.08333472012376
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,4694,31.1667049,36.941628,25.499703063807168,75.5024015339642
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,567867,31.1667049,36.941628,40.12399607988535,20.742583178432696
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,9632,31.1667049,36.941628,6.06272746187266,22.727528470146083
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,2243693,31.1667049,36.941628,26.42921218083572,52.86847103284948
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,29178546,31.1667049,36.941628,47.92172048214207,7.866753258497997
2004,2004,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,World,World,96244077,31.1667049,36.941628,,
