yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Jordan,World,11.0,Products of the milling industry; malt; starches; inulin,87573.0,,31.1667049,36.941628,-36.8535712,174.7456809
2006,2006.0,Re-Export,Jordan,Belgium,11.0,Products of the milling industry; malt; starches; inulin,471.0,,31.1667049,36.941628,50.6402809,4.6667145
2006,2006.0,Re-Export,Jordan,Iraq,11.0,Products of the milling industry; malt; starches; inulin,76052.0,,31.1667049,36.941628,33.0955793,44.1749775
2006,2006.0,Re-Export,Jordan,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,2257.0,,31.1667049,36.941628,24.0002488,53.9994829
2006,2006.0,Re-Export,Jordan,Turkey,11.0,Products of the milling industry; malt; starches; inulin,6720.0,,31.1667049,36.941628,38.9597594,34.9249653
2006,2006.0,Re-Export,Jordan,Egypt,11.0,Products of the milling industry; malt; starches; inulin,2073.0,,31.1667049,36.941628,26.2540493,29.2675469
