yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,3447,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,7560514,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,95185,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,8652603,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1213858,38.9597594,34.9249653,,
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,132068,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,951968,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,546014,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,125694,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,14111315,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,5541739,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1053916,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2009,2009,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,159558,38.9597594,34.9249653,,
