yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,2146,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2008,2008,Re-Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1085,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2008,2008,Re-Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9751,25.3336984,51.2295295,,
