yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,146,31.1667049,36.941628,37.977378106878206,73.97804075806764
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,17476,31.1667049,36.941628,26.42921218083572,52.86847103284948
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,699052,31.1667049,36.941628,,
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,183651,31.1667049,36.941628,,
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,71648,31.1667049,36.941628,,
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, State of Palestine, State of Palestine,10482,31.1667049,36.941628,,
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,6479,31.1667049,36.941628,,
2013,2013,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,2077,31.1667049,36.941628,,
