yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Saudi Arabia,World,25.0,Salt; sulfur; earths and stone; plastering materials,401603.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2006,2006.0,Re-Export,Saudi Arabia,Bahrain,25.0,Salt; sulfur; earths and stone; plastering materials,128438.0,,25.6242618,42.3528328,26.1551249,50.5344606
2006,2006.0,Re-Export,Saudi Arabia,Qatar,25.0,Salt; sulfur; earths and stone; plastering materials,29640.0,,25.6242618,42.3528328,25.3336984,51.2295295
2006,2006.0,Re-Export,Saudi Arabia,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,243525.0,,25.6242618,42.3528328,24.0002488,53.9994829
