yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,11314,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1271,25.3336984,51.2295295,17.925141963241547,-78.01492950057497
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,53913,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,64079,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,247,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,78494,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;,World,World,1321825,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,181240,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,114001,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,218941,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,4653,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,37802,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,693,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,248191,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,289462,25.3336984,51.2295295,,
2010,2010,Re-Export,Qatar,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,17525,25.3336984,51.2295295,,
