yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,98334,31.17,-7.33,-16.85099460447687,133.4130365630627
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2129859,31.17,-7.33,37.977378106878206,73.97804075806764
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,247578,31.17,-7.33,51.67568633314729,27.673469819741847
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,649320,31.17,-7.33,,
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,474873,31.17,-7.33,17.925141963241547,-78.01492950057497
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,9357700,31.17,-7.33,43.897683433510366,-100.08947125585888
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,12304582,31.17,-7.33,59.36075159783851,25.01346951967388
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,493806,31.17,-7.33,10.528384761701911,103.08333472012376
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,12843820,31.17,-7.33,40.12399607988535,20.742583178432696
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,241365,31.17,-7.33,,
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,358633,31.17,-7.33,26.42921218083572,52.86847103284948
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,34504644,31.17,-7.33,47.92172048214207,7.866753258497997
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,74489262,31.17,-7.33,,
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,709,31.17,-7.33,,
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,2761,31.17,-7.33,,
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,585187,31.17,-7.33,,
2012,2012,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,64543,31.17,-7.33,,
