yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,48532,16.3471243,47.8915271,-16.85099460447687,133.4130365630627
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,2335206,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,5400353,16.3471243,47.8915271,,
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,100830,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,163033,16.3471243,47.8915271,59.36075159783851,25.01346951967388
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,1327539,16.3471243,47.8915271,10.528384761701911,103.08333472012376
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,126467,16.3471243,47.8915271,25.499703063807168,75.5024015339642
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,766701,16.3471243,47.8915271,40.12399607988535,20.742583178432696
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,220615,16.3471243,47.8915271,6.06272746187266,22.727528470146083
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,167593,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,744909,16.3471243,47.8915271,47.92172048214207,7.866753258497997
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,World,World,98210567,16.3471243,47.8915271,,
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,963437,16.3471243,47.8915271,,
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,31943994,16.3471243,47.8915271,,
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,9241146,16.3471243,47.8915271,,
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,22896676,16.3471243,47.8915271,,
2008,2008,Import,Yemen,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,621013,16.3471243,47.8915271,,
