yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Saudi Arabia,World,81.0,Other base metals; cermets; articles thereof,1580509.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2006,2006.0,Re-Export,Saudi Arabia,New Zealand,81.0,Other base metals; cermets; articles thereof,132176.0,,25.6242618,42.3528328,-41.5000831,172.8344077
2006,2006.0,Re-Export,Saudi Arabia,India,81.0,Other base metals; cermets; articles thereof,1448333.0,,25.6242618,42.3528328,22.3511148,78.6677428
