yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,9676,31.1667049,36.941628,59.36075159783851,25.01346951967388
2012,2012,Export,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,92239,31.1667049,36.941628,,
2012,2012,Export,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Saudi Arabia, Saudi Arabia,82563,31.1667049,36.941628,,
