yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Armenia,World,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,55789.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2012,2012.0,Export,Armenia,Belgium,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,26.0,,40.7696272,44.6736646,50.6402809,4.6667145
2012,2012.0,Export,Armenia,Georgia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,17478.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2012,2012.0,Export,Armenia,Greece,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,38285.0,,40.7696272,44.6736646,38.9953683,21.9877132
