yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Armenia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,117782.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2012,2012.0,Export,Armenia,France,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,12099.0,,40.7696272,44.6736646,46.603354,1.8883335
2012,2012.0,Export,Armenia,Georgia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,17500.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2012,2012.0,Export,Armenia,Russian Federation,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,26491.0,,40.7696272,44.6736646,64.6863136,97.7453061
2012,2012.0,Export,Armenia,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,6300.0,,40.7696272,44.6736646,24.0002488,53.9994829
2012,2012.0,Export,Armenia,USA,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,55392.0,,40.7696272,44.6736646,39.7837304,-100.445882
