yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,538226,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,34283,30.3308401,71.247499,37.977378106878206,73.97804075806764
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,1060877,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,162162,30.3308401,71.247499,59.36075159783851,25.01346951967388
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,9978,30.3308401,71.247499,10.528384761701911,103.08333472012376
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,367083,30.3308401,71.247499,25.499703063807168,75.5024015339642
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,2292,30.3308401,71.247499,40.12399607988535,20.742583178432696
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,33355,30.3308401,71.247499,6.06272746187266,22.727528470146083
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,127972,30.3308401,71.247499,47.92172048214207,7.866753258497997
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,World,World,124544519,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Afghanistan, Afghanistan,120850663,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Bahrain, Bahrain,221549,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Jordan, Jordan,286,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,495,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Oman, Oman,1083,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,6384,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,272517,30.3308401,71.247499,,
2006,2006,Export,Pakistan,11,Products of the milling industry; malt; starches; inulin,Yemen, Yemen,812183,30.3308401,71.247499,,
