rtTitle,Subregion,rgDesc,TradeValue
Cyprus,Afghanistan,Export,174769
Cyprus,Algeria,Export,11206352
Cyprus,Algeria,Import,6838176
Cyprus,Algeria,Re-Export,8111845
Cyprus,Armenia,Export,1053129
Cyprus,Armenia,Import,8600
Cyprus,Armenia,Re-Export,346708
Cyprus,Azerbaijan,Export,652192
Cyprus,Azerbaijan,Import,12983365
Cyprus,Azerbaijan,Re-Export,12429
Cyprus,Bahrain,Export,5608907
Cyprus,Bahrain,Import,408020
Cyprus,Bahrain,Re-Export,1144082
Cyprus,Comoros,Export,51628
Cyprus,Djibouti,Export,208689
Cyprus,Djibouti,Re-Export,48802
Cyprus,Georgia,Export,679743
Cyprus,Georgia,Import,23497485
Cyprus,Georgia,Re-Export,198129
Cyprus,Iraq,Export,13586669
Cyprus,Iraq,Import,3361
Cyprus,Iraq,Re-Export,1801939
Cyprus,Israel,Export,78466428
Cyprus,Israel,Import,372355788
Cyprus,Israel,Re-Export,15506112
Cyprus,Jordan,Export,17490708
Cyprus,Jordan,Import,1297752
Cyprus,Jordan,Re-Export,2931439
Cyprus,Kuwait,Export,9338848
Cyprus,Kuwait,Import,2314672
Cyprus,Kuwait,Re-Export,1862627
Cyprus,Lebanon,Export,50919206
Cyprus,Lebanon,Import,13035324
Cyprus,Lebanon,Re-Export,19541246
Cyprus,Libya,Export,301890700
Cyprus,Libya,Import,5899919
Cyprus,Libya,Re-Export,2606944
Cyprus,Malta,Export,33720393
Cyprus,Malta,Import,74477361
Cyprus,Malta,Re-Export,27736655
Cyprus,Mauritania,Export,527460
Cyprus,Mauritania,Import,417055
Cyprus,Mauritania,Re-Export,57846
Cyprus,Morocco,Export,1748935
Cyprus,Morocco,Import,1795280
Cyprus,Morocco,Re-Export,931184
Cyprus,Oman,Export,4556996
Cyprus,Oman,Import,1094356
Cyprus,Oman,Re-Export,455550
Cyprus,Pakistan,Export,7538940
Cyprus,Pakistan,Import,6126842
Cyprus,Pakistan,Re-Export,3825451
Cyprus,Qatar,Export,8171009
Cyprus,Qatar,Import,1312340
Cyprus,Qatar,Re-Export,3093928
Cyprus,Saudi Arabia,Export,17848595
Cyprus,Saudi Arabia,Import,54351071
Cyprus,Saudi Arabia,Re-Export,1726660
Cyprus,State of Palestine,Export,3450
Cyprus,State of Palestine,Import,6621
Cyprus,State of Palestine,Re-Export,3450
Cyprus,United Arab Emirates,Export,55497451
Cyprus,United Arab Emirates,Import,35217872
Cyprus,United Arab Emirates,Re-Export,31580826
Cyprus,Yemen,Export,1643574
