yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Bahrain,World,11.0,Products of the milling industry; malt; starches; inulin,130322.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2004,2004.0,Export,Bahrain,Kuwait,11.0,Products of the milling industry; malt; starches; inulin,763.0,,26.1551249,50.5344606,29.2733964,47.4979476
2004,2004.0,Export,Bahrain,Qatar,11.0,Products of the milling industry; malt; starches; inulin,23191.0,,26.1551249,50.5344606,25.3336984,51.2295295
2004,2004.0,Export,Bahrain,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin,105941.0,,26.1551249,50.5344606,25.6242618,42.3528328
2004,2004.0,Export,Bahrain,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,426.0,,26.1551249,50.5344606,24.0002488,53.9994829
