yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,14553,26.1551249,50.5344606,,
2002,2002,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,152,26.1551249,50.5344606,,
2002,2002,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,14096,26.1551249,50.5344606,,
2002,2002,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,285,26.1551249,50.5344606,,
