yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Cyprus,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,104451.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2008,2008.0,Re-Export,Cyprus,Bahrain,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,19228.0,,34.9823018,33.1451285,26.1551249,50.5344606
2008,2008.0,Re-Export,Cyprus,Greece,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,4156.0,,34.9823018,33.1451285,38.9953683,21.9877132
2008,2008.0,Re-Export,Cyprus,Jordan,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,19362.0,,34.9823018,33.1451285,31.1667049,36.941628
2008,2008.0,Re-Export,Cyprus,Kuwait,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,61697.0,,34.9823018,33.1451285,29.2733964,47.4979476
2008,2008.0,Re-Export,Cyprus,United Kingdom,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,7.0,,34.9823018,33.1451285,54.7023545,-3.2765753
