yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Australia and New Zealand,Oceania,3256
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Eastern Asia,Asia,1923
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Eastern Europe,Europe,4133
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Latin America and the Caribbean,Americas,172
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Melanesia,Oceania,1068
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Northern Africa,Africa,27724
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Northern America,Americas,18494
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Northern Europe,Europe,10914
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,South-eastern Asia,Asia,17157
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Southern Asia,Asia,442375
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Southern Europe,Europe,18722
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Sub-Saharan Africa,Africa,3587
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Western Asia,Asia,496
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,Western Europe,Europe,19872
2006,2006,Re-Export,Kuwait,57,Carpets and other textile floor coverings,World,World,1252052
