rtTitle,Subregion,rgDesc,TradeValue
Bahrain,Afghanistan,Export,12617
Bahrain,Afghanistan,Import,75912
Bahrain,Afghanistan,Re-Export,12617
Bahrain,Algeria,Export,26069451
Bahrain,Algeria,Re-Export,88104
Bahrain,Azerbaijan,Export,21311
Bahrain,Azerbaijan,Re-Export,21311
Bahrain,Cyprus,Export,67844
Bahrain,Cyprus,Import,1633866
Bahrain,Cyprus,Re-Export,28770
Bahrain,Djibouti,Import,324
Bahrain,Georgia,Import,6649
Bahrain,Iraq,Export,5219631
Bahrain,Iraq,Import,23300
Bahrain,Iraq,Re-Export,9308
Bahrain,Jordan,Export,4260429
Bahrain,Jordan,Import,12310537
Bahrain,Jordan,Re-Export,381211
Bahrain,Kuwait,Export,39241973
Bahrain,Kuwait,Import,27772294
Bahrain,Kuwait,Re-Export,5035831
Bahrain,Lebanon,Export,2203695
Bahrain,Lebanon,Import,18789367
Bahrain,Lebanon,Re-Export,200057
Bahrain,Libya,Export,28797746
Bahrain,Libya,Import,3508
Bahrain,Libya,Re-Export,9933
Bahrain,Malta,Export,37127
Bahrain,Malta,Import,575920
Bahrain,Mauritania,Export,18221
Bahrain,Morocco,Export,8643917
Bahrain,Morocco,Import,733932
Bahrain,Morocco,Re-Export,119061
Bahrain,Oman,Export,13997380
Bahrain,Oman,Import,17066881
Bahrain,Oman,Re-Export,1000409
Bahrain,Pakistan,Export,10834781
Bahrain,Pakistan,Import,44465203
Bahrain,Pakistan,Re-Export,303342
Bahrain,Qatar,Export,64050580
Bahrain,Qatar,Import,16999602
Bahrain,Qatar,Re-Export,5457783
Bahrain,Saudi Arabia,Export,316887226
Bahrain,Saudi Arabia,Import,275984310
Bahrain,Saudi Arabia,Re-Export,27460440
Bahrain,State of Palestine,Import,2859
Bahrain,United Arab Emirates,Export,97249950
Bahrain,United Arab Emirates,Import,128649813
Bahrain,United Arab Emirates,Re-Export,21622180
Bahrain,Yemen,Export,3787588
Bahrain,Yemen,Import,110421
Bahrain,Yemen,Re-Export,52837
