yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2008,2008,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,507
2008,2008,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,4409
2008,2008,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,5638
2008,2008,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,65617
