yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,48400,16.3471243,47.8915271,,
2008,2008,Re-Export,Yemen,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,3338,16.3471243,47.8915271,6.06272746187266,22.727528470146083
2008,2008,Re-Export,Yemen,25,Salt; sulfur; earths and stone; plastering materials,World,World,81847,16.3471243,47.8915271,,
2008,2008,Re-Export,Yemen,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,1309,16.3471243,47.8915271,,
