yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,30,33.87,35.84,-16.85099460447687,133.4130365630627
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1280,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,4587,33.87,35.84,17.925141963241547,-78.01492950057497
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,33376,33.87,35.84,43.897683433510366,-100.08947125585888
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,164,33.87,35.84,59.36075159783851,25.01346951967388
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,20,33.87,35.84,10.528384761701911,103.08333472012376
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,2635,33.87,35.84,40.12399607988535,20.742583178432696
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,210466,33.87,35.84,6.06272746187266,22.727528470146083
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,30884,33.87,35.84,26.42921218083572,52.86847103284948
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3759,33.87,35.84,47.92172048214207,7.866753258497997
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,481158,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,32172,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,66,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,4786,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,1194,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,67474,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,285,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Libya, Libya,360,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,104,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,33004,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,3882,33.87,35.84,,
2021,2021,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,50048,33.87,35.84,,
