yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Re-Export,Saudi Arabia,World,39,Plastics and articles thereof,40726762,,,-36.8535712,174.7456809
2016,2016,Re-Export,Saudi Arabia,Algeria,39,Plastics and articles thereof,154685,,,28.0000272,2.9999825
2016,2016,Re-Export,Saudi Arabia,Bahrain,39,Plastics and articles thereof,1651931,,,26.1551249,50.5344606
2016,2016,Re-Export,Saudi Arabia,Belgium,39,Plastics and articles thereof,171220,,,50.6402809,4.6667145
2016,2016,Re-Export,Saudi Arabia,Canada,39,Plastics and articles thereof,152284,,,61.0666922,-107.991707
2016,2016,Re-Export,Saudi Arabia,Sri Lanka,39,Plastics and articles thereof,47739,,,7.5554942,80.7137847
2016,2016,Re-Export,Saudi Arabia,China,39,Plastics and articles thereof,549399,,,35.000074,104.999927
2016,2016,Re-Export,Saudi Arabia,Djibouti,39,Plastics and articles thereof,429918,,,11.8145966,42.8453061
2016,2016,Re-Export,Saudi Arabia,Germany,39,Plastics and articles thereof,977984,,,51.1638175,10.4478313
2016,2016,Re-Export,Saudi Arabia,Ghana,39,Plastics and articles thereof,54939,,,8.0300284,-1.0800271
2016,2016,Re-Export,Saudi Arabia,Greece,39,Plastics and articles thereof,54406,,,38.9953683,21.9877132
2016,2016,Re-Export,Saudi Arabia,Guinea,39,Plastics and articles thereof,28536,,,10.7226226,-10.7083587
2016,2016,Re-Export,Saudi Arabia,Iraq,39,Plastics and articles thereof,65341,,,33.0955793,44.1749775
2016,2016,Re-Export,Saudi Arabia,Italy,39,Plastics and articles thereof,241095,,,42.6384261,12.674297
2016,2016,Re-Export,Saudi Arabia,Côte d'Ivoire,39,Plastics and articles thereof,27203,,,7.9897371,-5.5679458
2016,2016,Re-Export,Saudi Arabia,Jordan,39,Plastics and articles thereof,2382953,,,31.1667049,36.941628
2016,2016,Re-Export,Saudi Arabia,Rep. of Korea,39,Plastics and articles thereof,160019,,,,
2016,2016,Re-Export,Saudi Arabia,Kuwait,39,Plastics and articles thereof,8457283,,,29.2733964,47.4979476
2016,2016,Re-Export,Saudi Arabia,Lebanon,39,Plastics and articles thereof,80543,,,33.8750629,35.843409
2016,2016,Re-Export,Saudi Arabia,Mauritania,39,Plastics and articles thereof,190689,,,20.2540382,-9.2399263
2016,2016,Re-Export,Saudi Arabia,Morocco,39,Plastics and articles thereof,214959,,,31.1728205,-7.3362482
2016,2016,Re-Export,Saudi Arabia,Oman,39,Plastics and articles thereof,4456535,,,21.0000287,57.0036901
2016,2016,Re-Export,Saudi Arabia,Netherlands,39,Plastics and articles thereof,108546,,,52.2434979,5.6343227
2016,2016,Re-Export,Saudi Arabia,Pakistan,39,Plastics and articles thereof,380312,,,30.3308401,71.247499
2016,2016,Re-Export,Saudi Arabia,Peru,39,Plastics and articles thereof,430185,,,-6.8699697,-75.0458515
2016,2016,Re-Export,Saudi Arabia,Philippines,39,Plastics and articles thereof,75742,,,12.7503486,122.7312101
2016,2016,Re-Export,Saudi Arabia,Qatar,39,Plastics and articles thereof,1821552,,,25.3336984,51.2295295
2016,2016,Re-Export,Saudi Arabia,Senegal,39,Plastics and articles thereof,222960,,,14.4750607,-14.4529612
2016,2016,Re-Export,Saudi Arabia,India,39,Plastics and articles thereof,193356,,,22.3511148,78.6677428
2016,2016,Re-Export,Saudi Arabia,Singapore,39,Plastics and articles thereof,47739,,,1.357107,103.8194992
2016,2016,Re-Export,Saudi Arabia,Slovenia,39,Plastics and articles thereof,138950,,,45.8133113,14.4808369
