yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Import,Armenia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",154866342.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2015,2015.0,Import,Armenia,American Samoa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28.0,,40.7696272,44.6736646,-14.297124,-170.7131481
2015,2015.0,Import,Armenia,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5147.0,,40.7696272,44.6736646,-34.9964963,-64.9672817
2015,2015.0,Import,Armenia,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",161003.0,,40.7696272,44.6736646,-24.7761086,134.755
2015,2015.0,Import,Armenia,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2091831.0,,40.7696272,44.6736646,47.59397,14.12456
2015,2015.0,Import,Armenia,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",194304.0,,40.7696272,44.6736646,50.6402809,4.6667145
2015,2015.0,Import,Armenia,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",203.0,,40.7696272,44.6736646,44.3053476,17.5961467
2015,2015.0,Import,Armenia,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13536.0,,40.7696272,44.6736646,-10.3333333,-53.2
2015,2015.0,Import,Armenia,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43050.0,,40.7696272,44.6736646,42.6073975,25.4856617
2015,2015.0,Import,Armenia,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1723684.0,,40.7696272,44.6736646,53.4250605,27.6971358
2015,2015.0,Import,Armenia,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33106.0,,40.7696272,44.6736646,12.5433216,104.8144914
2015,2015.0,Import,Armenia,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1385881.0,,40.7696272,44.6736646,61.0666922,-107.991707
2015,2015.0,Import,Armenia,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14579.0,,40.7696272,44.6736646,7.5554942,80.7137847
2015,2015.0,Import,Armenia,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68.0,,40.7696272,44.6736646,-31.7613365,-71.3187697
2015,2015.0,Import,Armenia,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11761783.0,,40.7696272,44.6736646,35.000074,104.999927
2015,2015.0,Import,Armenia,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",568.0,,40.7696272,44.6736646,4.099917,-72.9088133
