yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Australia and New Zealand,Oceania,12415
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Central Asia,Asia,4575
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Eastern Asia,Asia,280077
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Eastern Europe,Europe,13254324
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Latin America and the Caribbean,Americas,14496
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Northern Africa,Africa,97203
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Northern America,Americas,916192
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Northern Europe,Europe,2148495
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,South-eastern Asia,Asia,1100713
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Southern Asia,Asia,27238
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Southern Europe,Europe,1387860
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Western Asia,Asia,3438825
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,Western Europe,Europe,2388667
2012,2012,Import,Azerbaijan,21,Miscellaneous edible preparations,World,World,26023675
