yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,2038572,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,851149,,,40.12399607988535,20.742583178432696
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Tunisia,Tunisia,334984,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,92618776,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Algeria, Algeria,2436148,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Iraq, Iraq,75393552,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Jordan, Jordan,2643472,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Lebanon, Lebanon,6922689,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,1924589,,,,
2008,2008,Export,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Yemen, Yemen,73621,,,,
