yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,8395,34.9823018,33.1451285,,
2016,2016,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,6368,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2016,2016,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,359400,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2016,2016,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,454930,34.9823018,33.1451285,,
2016,2016,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,46817,34.9823018,33.1451285,,
2016,2016,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,28010,34.9823018,33.1451285,,
2016,2016,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,5936,34.9823018,33.1451285,,
