yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,763,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2006,2006,Export,Malta,4,Dairy produce; birds eggs; natural honey;,World,World,198726,35.8885993,14.4476911,,
2006,2006,Export,Malta,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,19981,35.8885993,14.4476911,,
2006,2006,Export,Malta,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,128345,35.8885993,14.4476911,,
2006,2006,Export,Malta,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,49636,35.8885993,14.4476911,,
