yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,41334,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2007,2007,Re-Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,650,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2007,2007,Re-Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,World,World,144928,21.0000287,57.0036901,,
