yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,194174376,25.62,42.35,-16.85099460447687,133.4130365630627
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,105333,25.62,42.35,37.977378106878206,73.97804075806764
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,39141380,25.62,42.35,51.67568633314729,27.673469819741847
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,14112551,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,11840815,25.62,42.35,17.925141963241547,-78.01492950057497
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,8358677,25.62,42.35,43.897683433510366,-100.08947125585888
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,153496992,25.62,42.35,59.36075159783851,25.01346951967388
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,12594416,25.62,42.35,10.528384761701911,103.08333472012376
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,293333,25.62,42.35,25.499703063807168,75.5024015339642
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,4137338,25.62,42.35,40.12399607988535,20.742583178432696
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,34933,25.62,42.35,6.06272746187266,22.727528470146083
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,48000,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,19493891,25.62,42.35,26.42921218083572,52.86847103284948
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,300323310,25.62,42.35,47.92172048214207,7.866753258497997
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,World,World,804430872,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Cyprus, Cyprus,1278668,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Jordan, Jordan,720001,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,2290403,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Morocco, Morocco,13274150,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Oman, Oman,2709603,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,6635475,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,3588804,25.62,42.35,,
2003,2003,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Yemen, Yemen,12638416,25.62,42.35,,
