yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,175229,26.82,18.12,37.977378106878206,73.97804075806764
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,146276,26.82,18.12,,
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,9266780,26.82,18.12,17.925141963241547,-78.01492950057497
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,30271,26.82,18.12,43.897683433510366,-100.08947125585888
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,146297,26.82,18.12,59.36075159783851,25.01346951967388
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,44739103,26.82,18.12,40.12399607988535,20.742583178432696
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,51532187,26.82,18.12,26.42921218083572,52.86847103284948
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,147892959,26.82,18.12,47.92172048214207,7.866753258497997
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,World,World,266290960,26.82,18.12,,
2008,2008,Import,Libya,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,12921,26.82,18.12,,
