yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,14162,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2009,2009,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Africa,Africa,128721,16.3471243,47.8915271,19.569604022535763,12.47761721199581
2009,2009,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,591,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2009,2009,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,152049,16.3471243,47.8915271,,
