yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2547539,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1095393,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1271725,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,129969,31.1728205,-7.3362482,,
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,608148,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,6060585,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8204864,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,235675,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,8594697,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,9147,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,18798,31.1728205,-7.3362482,,
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,53533,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,23092624,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,57005892,31.1728205,-7.3362482,,
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,6432,31.1728205,-7.3362482,,
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,38882,31.1728205,-7.3362482,,
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,4015949,31.1728205,-7.3362482,,
2008,2008,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,79369,31.1728205,-7.3362482,,
