yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Import,Georgia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28980363.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2021,2021.0,Import,Georgia,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",56936.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2021,2021.0,Import,Georgia,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2114.0,,32.3293809,-83.1137366,-24.7761086,134.755
2021,2021.0,Import,Georgia,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",136154.0,,32.3293809,-83.1137366,47.59397,14.12456
2021,2021.0,Import,Georgia,Bangladesh,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9.0,,32.3293809,-83.1137366,24.4769288,90.2934413
2021,2021.0,Import,Georgia,Armenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12739.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2021,2021.0,Import,Georgia,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",164284.0,,32.3293809,-83.1137366,50.6402809,4.6667145
2021,2021.0,Import,Georgia,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",34908.0,,32.3293809,-83.1137366,-10.3333333,-53.2
2021,2021.0,Import,Georgia,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",256755.0,,32.3293809,-83.1137366,42.6073975,25.4856617
2021,2021.0,Import,Georgia,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",265475.0,,32.3293809,-83.1137366,53.4250605,27.6971358
2021,2021.0,Import,Georgia,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",619.0,,32.3293809,-83.1137366,61.0666922,-107.991707
2021,2021.0,Import,Georgia,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12732787.0,,32.3293809,-83.1137366,35.000074,104.999927
2021,2021.0,Import,Georgia,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",59.0,,32.3293809,-83.1137366,45.5643442,17.0118954
2021,2021.0,Import,Georgia,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2098.0,,32.3293809,-83.1137366,34.9823018,33.1451285
2021,2021.0,Import,Georgia,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",350736.0,,32.3293809,-83.1137366,49.7439047,15.3381061
2021,2021.0,Import,Georgia,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11857.0,,32.3293809,-83.1137366,55.670249,10.3333283
2021,2021.0,Import,Georgia,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15030.0,,32.3293809,-83.1137366,58.7523778,25.3319078
2021,2021.0,Import,Georgia,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",105389.0,,32.3293809,-83.1137366,63.2467777,25.9209164
2021,2021.0,Import,Georgia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",392851.0,,32.3293809,-83.1137366,46.603354,1.8883335
2021,2021.0,Import,Georgia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1903880.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2021,2021.0,Import,Georgia,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32367.0,,32.3293809,-83.1137366,38.9953683,21.9877132
2021,2021.0,Import,Georgia,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",323338.0,,32.3293809,-83.1137366,22.350627,114.1849161
2021,2021.0,Import,Georgia,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12110.0,,32.3293809,-83.1137366,47.1817585,19.5060937
2021,2021.0,Import,Georgia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32333.0,,32.3293809,-83.1137366,32.6475314,54.5643516
2021,2021.0,Import,Georgia,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",67.0,,32.3293809,-83.1137366,33.0955793,44.1749775
2021,2021.0,Import,Georgia,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",395.0,,32.3293809,-83.1137366,52.865196,-7.9794599
2021,2021.0,Import,Georgia,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",24455.0,,32.3293809,-83.1137366,30.8124247,34.8594762
2021,2021.0,Import,Georgia,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",401653.0,,32.3293809,-83.1137366,42.6384261,12.674297
2021,2021.0,Import,Georgia,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5319.0,,32.3293809,-83.1137366,36.5748441,139.2394179
2021,2021.0,Import,Georgia,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18126.0,,32.3293809,-83.1137366,48.1012954,66.7780818
2021,2021.0,Import,Georgia,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3.0,,32.3293809,-83.1137366,31.1667049,36.941628
2021,2021.0,Import,Georgia,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",42208.0,,32.3293809,-83.1137366,,
2021,2021.0,Import,Georgia,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1.0,,32.3293809,-83.1137366,29.2733964,47.4979476
2021,2021.0,Import,Georgia,Kyrgyzstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",34.0,,32.3293809,-83.1137366,41.5089324,74.724091
2021,2021.0,Import,Georgia,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",187.0,,32.3293809,-83.1137366,33.8750629,35.843409
2021,2021.0,Import,Georgia,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",58953.0,,32.3293809,-83.1137366,56.8406494,24.7537645
2021,2021.0,Import,Georgia,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37266.0,,32.3293809,-83.1137366,55.3500003,23.7499997
2021,2021.0,Import,Georgia,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17.0,,32.3293809,-83.1137366,49.8158683,6.1296751
2021,2021.0,Import,Georgia,Malta,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4186.0,,32.3293809,-83.1137366,35.8885993,14.4476911
2021,2021.0,Import,Georgia,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39397.0,,32.3293809,-83.1137366,23.6585116,-102.0077097
2021,2021.0,Import,Georgia,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",372718.0,,32.3293809,-83.1137366,,
2021,2021.0,Import,Georgia,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9.0,,32.3293809,-83.1137366,21.0000287,57.0036901
2021,2021.0,Import,Georgia,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",173002.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2021,2021.0,Import,Georgia,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13.0,,32.3293809,-83.1137366,-41.5000831,172.8344077
2021,2021.0,Import,Georgia,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",23.0,,32.3293809,-83.1137366,9.6000359,7.9999721
2021,2021.0,Import,Georgia,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11652.0,,32.3293809,-83.1137366,60.5000209,9.0999715
2021,2021.0,Import,Georgia,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43885.0,,32.3293809,-83.1137366,30.3308401,71.247499
2021,2021.0,Import,Georgia,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2632803.0,,32.3293809,-83.1137366,52.215933,19.134422
2021,2021.0,Import,Georgia,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6914.0,,32.3293809,-83.1137366,39.6621648,-8.1353519
2021,2021.0,Import,Georgia,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18087.0,,32.3293809,-83.1137366,45.9852129,24.6859225
2021,2021.0,Import,Georgia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",702846.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2021,2021.0,Import,Georgia,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4951.0,,32.3293809,-83.1137366,44.1534121,20.55144
2021,2021.0,Import,Georgia,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7643.0,,32.3293809,-83.1137366,22.3511148,78.6677428
2021,2021.0,Import,Georgia,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1899.0,,32.3293809,-83.1137366,1.357107,103.8194992
2021,2021.0,Import,Georgia,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1334858.0,,32.3293809,-83.1137366,48.7411522,19.4528646
2021,2021.0,Import,Georgia,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",163617.0,,32.3293809,-83.1137366,15.9266657,107.9650855
2021,2021.0,Import,Georgia,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3014.0,,32.3293809,-83.1137366,45.8133113,14.4808369
2021,2021.0,Import,Georgia,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",279001.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
