yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,1464167,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,2050435,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,6699177,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,3163399,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,134739,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,1910283,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,3396043,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,7586001,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,4526238,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,920661,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,3308065,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Tunisia,Tunisia,14376,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,8604946,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,9030168,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,87826077,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Bahrain, Bahrain,155,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Cyprus, Cyprus,1251773,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Jordan, Jordan,42584,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Kuwait, Kuwait,689035,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Lebanon, Lebanon,154151,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Malta, Malta,37117,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Oman, Oman,12246828,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Pakistan, Pakistan,1161744,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,1539053,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, State of Palestine, State of Palestine,3656,24.0002488,53.9994829,,
2008,2008,Import,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Yemen, Yemen,1973453,24.0002488,53.9994829,,
