yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Cyprus,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,222196.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2011,2011.0,Re-Export,Cyprus,Australia,35.0,Albuminoidal substances; modified starches; glues; enzymes,3008.0,,34.9823018,33.1451285,-24.7761086,134.755
2011,2011.0,Re-Export,Cyprus,Greece,35.0,Albuminoidal substances; modified starches; glues; enzymes,217721.0,,34.9823018,33.1451285,38.9953683,21.9877132
2011,2011.0,Re-Export,Cyprus,Libya,35.0,Albuminoidal substances; modified starches; glues; enzymes,214.0,,34.9823018,33.1451285,26.8234472,18.1236723
2011,2011.0,Re-Export,Cyprus,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,1252.0,,34.9823018,33.1451285,24.0002488,53.9994829
