yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,10384,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,7259496,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,15494304,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,107352,38.9597594,34.9249653,,
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,329080,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,534912,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,1205047,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,883544,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,920025,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,729695,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,25205375,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,52782117,38.9597594,34.9249653,,
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Cyprus, Cyprus,2687,38.9597594,34.9249653,,
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Iraq, Iraq,7032,38.9597594,34.9249653,,
2010,2010,Import,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten, State of Palestine, State of Palestine,69348,38.9597594,34.9249653,,
