yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2001,2001,Export,Comoros,95,"Toys, games, sports requisites",Sub-Saharan Africa,Africa,17
2001,2001,Export,Comoros,95,"Toys, games, sports requisites",World,World,17
