yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,440992,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Iraq, Iraq,233713,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,5914,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,110704,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,5118,31.1667049,36.941628,,
