yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,79705,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,347726,31.1667049,36.941628,37.977378106878206,73.97804075806764
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,81140,31.1667049,36.941628,51.67568633314729,27.673469819741847
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,1609009,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,19688,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,280776,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,1869926,31.1667049,36.941628,59.36075159783851,25.01346951967388
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,19028,31.1667049,36.941628,10.528384761701911,103.08333472012376
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,48629,31.1667049,36.941628,25.499703063807168,75.5024015339642
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,5856910,31.1667049,36.941628,40.12399607988535,20.742583178432696
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,38784,31.1667049,36.941628,6.06272746187266,22.727528470146083
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,6424193,31.1667049,36.941628,26.42921218083572,52.86847103284948
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,349591,31.1667049,36.941628,47.92172048214207,7.866753258497997
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials,World,World,19106964,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Algeria, Algeria,6827,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,109370,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Israel, Israel,88655,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Lebanon, Lebanon,27243,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,18597,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,456557,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, State of Palestine, State of Palestine,542098,31.1667049,36.941628,,
2004,2004,Import,Jordan,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,66007,31.1667049,36.941628,,
