yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5473082.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2012,2012.0,Export,Malta,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",722.0,,35.8885993,14.4476911,52.215933,19.134422
2012,2012.0,Export,Malta,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",93466.0,,35.8885993,14.4476911,45.9852129,24.6859225
2012,2012.0,Export,Malta,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8248.0,,35.8885993,14.4476911,64.6863136,97.7453061
2012,2012.0,Export,Malta,Senegal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2568.0,,35.8885993,14.4476911,14.4750607,-14.4529612
2012,2012.0,Export,Malta,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1431.0,,35.8885993,14.4476911,22.3511148,78.6677428
2012,2012.0,Export,Malta,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",257.0,,35.8885993,14.4476911,1.357107,103.8194992
2012,2012.0,Export,Malta,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1.0,,35.8885993,14.4476911,39.3260685,-4.8379791
2012,2012.0,Export,Malta,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9.0,,35.8885993,14.4476911,59.6749712,14.5208584
2012,2012.0,Export,Malta,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",571505.0,,35.8885993,14.4476911,46.7985624,8.2319736
2012,2012.0,Export,Malta,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1872.0,,35.8885993,14.4476911,14.8971921,100.83273
2012,2012.0,Export,Malta,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",56825.0,,35.8885993,14.4476911,24.0002488,53.9994829
2012,2012.0,Export,Malta,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6194.0,,35.8885993,14.4476911,38.9597594,34.9249653
2012,2012.0,Export,Malta,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",746.0,,35.8885993,14.4476911,26.2540493,29.2675469
2012,2012.0,Export,Malta,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",59198.0,,35.8885993,14.4476911,54.7023545,-3.2765753
2012,2012.0,Export,Malta,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",277916.0,,35.8885993,14.4476911,39.7837304,-100.445882
