yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,10472152,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,623876,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,11020137,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,3226345,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,195298,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,1622631,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,31130420,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,129766,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,10014512,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,47232,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,39467986,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2004,2004,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,108745627,31.1728205,-7.3362482,,
