yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,267571,30.3308401,71.247499,,
2005,2005,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,88561,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2005,2005,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,World,World,356133,30.3308401,71.247499,,
