yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,7928,26.1551249,50.5344606,,
2007,2007,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,2673,26.1551249,50.5344606,,
2007,2007,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,282,26.1551249,50.5344606,,
