yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,19339,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2010,2010,Re-Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,20138,32.3293809,-83.1137366,,
2010,2010,Re-Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Azerbaijan, Azerbaijan,799,32.3293809,-83.1137366,,
