yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,1067244,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,14214679,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,65540,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,World,World,23769844,21.0000287,57.0036901,,
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Bahrain, Bahrain,48874,21.0000287,57.0036901,,
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Djibouti, Djibouti,1226882,21.0000287,57.0036901,,
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,37849,21.0000287,57.0036901,,
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,94052,21.0000287,57.0036901,,
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,3415823,21.0000287,57.0036901,,
2007,2007,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Yemen, Yemen,3508863,21.0000287,57.0036901,,
