yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Armenia,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,24302.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2010,2010.0,Re-Export,Armenia,Georgia,35.0,Albuminoidal substances; modified starches; glues; enzymes,23387.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2010,2010.0,Re-Export,Armenia,Russian Federation,35.0,Albuminoidal substances; modified starches; glues; enzymes,915.0,,40.7696272,44.6736646,64.6863136,97.7453061
