yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Comoros,World,64.0,Footwear; gaiters and the like; parts of such articles,1951.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2016,2016.0,Export,Comoros,France,64.0,Footwear; gaiters and the like; parts of such articles,1105.0,,-12.2045176,44.2832964,46.603354,1.8883335
2016,2016.0,Export,Comoros,Mauritania,64.0,Footwear; gaiters and the like; parts of such articles,846.0,,-12.2045176,44.2832964,20.2540382,-9.2399263
