yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1761602,25.6242618,42.3528328,37.977378106878206,73.97804075806764
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,100267,25.6242618,42.3528328,51.67568633314729,27.673469819741847
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,7495476,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,121067,25.6242618,42.3528328,17.925141963241547,-78.01492950057497
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,297600,25.6242618,42.3528328,43.897683433510366,-100.08947125585888
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,150667,25.6242618,42.3528328,10.528384761701911,103.08333472012376
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,5257606,25.6242618,42.3528328,25.499703063807168,75.5024015339642
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,169334,25.6242618,42.3528328,40.12399607988535,20.742583178432696
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,67467,25.6242618,42.3528328,6.06272746187266,22.727528470146083
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,50667,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,4860540,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,433334,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,43481388,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,66400,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,2053869,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,41600,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,3625871,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,2783203,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2172536,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,3294937,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,62667,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,237067,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,1848802,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,5214407,25.6242618,42.3528328,,
2008,2008,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,1054135,25.6242618,42.3528328,,
