yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,147337,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,153360,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,1541146,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,World,World,4229306,32.3293809,-83.1137366,,
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,Armenia, Armenia,827319,32.3293809,-83.1137366,,
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,Azerbaijan, Azerbaijan,1494585,32.3293809,-83.1137366,,
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,Iraq, Iraq,38760,32.3293809,-83.1137366,,
2008,2008,Export,Georgia,11,Products of the milling industry; malt; starches; inulin,Israel, Israel,26800,32.3293809,-83.1137366,,
