yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,13168521,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,75040,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,386037,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,1024192,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,257521,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,904233,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,10363393,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,1141612,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,237914,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,407707,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,21,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,1181719,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,14076937,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,World,World,91305240,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,229720,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,76931,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,504129,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,334385,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,375130,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,723217,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,7912,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,41970347,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,1157599,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,184151,26.1551249,50.5344606,,
