yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,3109829,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1137520,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,20076,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,5720,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,721612,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1217298,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,354564,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,4524,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,299194,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,461,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,95558,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2479298,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,13769989,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,68318,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,209873,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,5044,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,3207,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,12015,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,38149,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,2301956,26.1551249,50.5344606,,
2015,2015,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,426395,26.1551249,50.5344606,,
