rtTitle,Subregion,rgDesc,TradeValue
Mauritania,Algeria,Export,3766031
Mauritania,Algeria,Import,1253676
Mauritania,Bahrain,Import,31953
Mauritania,Cyprus,Import,10042
Mauritania,Djibouti,Import,77
Mauritania,Israel,Import,877
Mauritania,Jordan,Import,98829
Mauritania,Kuwait,Import,31124
Mauritania,Lebanon,Export,34214
Mauritania,Lebanon,Import,444554
Mauritania,Libya,Import,4100
Mauritania,Malta,Import,102036
Mauritania,Morocco,Export,3095
Mauritania,Morocco,Import,17929337
Mauritania,Oman,Import,23236
Mauritania,Pakistan,Import,31973
Mauritania,Qatar,Import,340882
Mauritania,Saudi Arabia,Import,5711674
Mauritania,United Arab Emirates,Import,28692857
Mauritania,World,Export,1338103003
Mauritania,World,Import,1216075635
Mauritania,Yemen,Import,211661
