yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2018,2018,Import,Comoros,World,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",823069,,,-36.8535712,174.7456809
2018,2018,Import,Comoros,Canada,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",313,,,61.0666922,-107.991707
2018,2018,Import,Comoros,China,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",629147,,,35.000074,104.999927
2018,2018,Import,Comoros,France,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",98381,,,46.603354,1.8883335
2018,2018,Import,Comoros,Germany,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",20775,,,51.1638175,10.4478313
2018,2018,Import,Comoros,Italy,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",10891,,,42.6384261,12.674297
2018,2018,Import,Comoros,Rep. of Korea,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",209,,,,
2018,2018,Import,Comoros,Madagascar,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",3164,,,-18.9249604,46.4416422
2018,2018,Import,Comoros,Netherlands,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",7501,,,52.2434979,5.6343227
2018,2018,Import,Comoros,Saudi Arabia,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",65,,,25.6242618,42.3528328
2018,2018,Import,Comoros,South Africa,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",3307,,,-28.8166236,24.991639
2018,2018,Import,Comoros,United Arab Emirates,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",20707,,,24.0002488,53.9994829
2018,2018,Import,Comoros,United Rep. of Tanzania,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18097,,,,
2018,2018,Import,Comoros,USA,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",10252,,,,
2018,2018,Import,Comoros,"Areas, nes",90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",254,,,,
